STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72530094846,1/1/2021,41.96017,-87.93164,204.8,CHICAGO OHARE INTERNATIONAL AIRPORT - IL US,26.7,24,22.3,24,1022,18,996.3,24,5.6,24,7.6,24,18.1,25.1,35.1, ,18, ,0,G,1.2,11000
72530094846,1/2/2021,41.96017,-87.93164,204.8,CHICAGO OHARE INTERNATIONAL AIRPORT - IL US,32,24,28.5,24,1016.2,16,991,24,3.8,24,7.5,24,15,999.9,35.1, ,19.2, ,0.38,G,2,111000
72530094846,1/3/2021,41.96017,-87.93164,204.8,CHICAGO OHARE INTERNATIONAL AIRPORT - IL US,31.9,24,28.4,24,1015.4,18,990.2,24,5.1,24,5.5,24,8,999.9,35.1, ,29.1, ,0.02,G,2,1000
72530094846,1/4/2021,41.96017,-87.93164,204.8,CHICAGO OHARE INTERNATIONAL AIRPORT - IL US,26.9,24,23.3,24,1016.2,17,990.8,24,5.8,24,6.7,24,9.9,999.9,33.1, ,24.1, ,0.01,G,2,101000
72530094846,1/5/2021,41.96017,-87.93164,204.8,CHICAGO OHARE INTERNATIONAL AIRPORT - IL US,30.9,24,27.2,24,1018.3,17,992.4,24,6.2,24,6.3,24,11.1,999.9,37, ,24.1, ,0,G,2,11000
72530094846,1/6/2021,41.96017,-87.93164,204.8,CHICAGO OHARE INTERNATIONAL AIRPORT - IL US,33,24,27.5,24,1026.4,20,1.2,24,5.4,24,2.7,24,8,999.9,39, ,28.9, ,0,G,2,0
72530094846,1/7/2021,41.96017,-87.93164,204.8,CHICAGO OHARE INTERNATIONAL AIRPORT - IL US,35.3,24,28.3,24,1028.3,22,3,24,8.5,24,7.1,24,12,999.9,39, ,31.1, ,0,G,1.2,0
72530094846,1/8/2021,41.96017,-87.93164,204.8,CHICAGO OHARE INTERNATIONAL AIRPORT - IL US,33.8,24,26.7,24,1025.6,19,0.2,24,9.2,24,9.6,24,15,999.9,37.9, ,30.9, ,0,G,1.2,1000
72530094846,1/9/2021,41.96017,-87.93164,204.8,CHICAGO OHARE INTERNATIONAL AIRPORT - IL US,31.4,24,22.9,24,1025.5,24,0.4,24,10,24,8.2,24,13,19,37, ,28.9, ,0.02,G,1.2,0
72530094846,1/10/2021,41.96017,-87.93164,204.8,CHICAGO OHARE INTERNATIONAL AIRPORT - IL US,28.9,24,21.7,24,1027.1,22,1.6,24,10,24,4.2,24,7,999.9,37, ,28, ,0,G,1.2,0
